Country,Market Name,Level,Parent Market,L1 Market,Count,Dummy,Units,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
Hong Kong,Live Animals,Level 3,Animal Produce,Agriculture,58,Hong KongLive Animals,USD Billion,0.467088171,0.555609972,0.616197051,0.585735048,0.611002455,0.622302887,0.586541082,0.612869084,0.708802461,0.814691215,1.08442345,1.13802399,1.195087139,1.334364852,1.492743086,1.637674936,1.789880211,1.958137469,2.154364621,2.37836482,2.624590091,2.893620053,3.183272835,3.494652698,3.828911704,4.18725315
India,Live Animals,Level 3,Animal Produce,Agriculture,58,IndiaLive Animals,USD Billion,5.657781213,6.988340374,11.01341385,15.31916881,19.3678691,25.95013622,33.25686058,39.9901723,54.27800353,68.85540664,61.8199791,68.45152909,77.75425031,87.45978966,96.41445003,104.87685,115.766963,128.4159508,142.7998606,158.8153409,176.6422454,194.9359409,214.159753,234.272766,255.2286582,276.9764297
Indonesia,Live Animals,Level 3,Animal Produce,Agriculture,58,IndonesiaLive Animals,USD Billion,21.81601697,20.7754176,19.84158279,19.00552405,18.43892085,17.68078616,21.99589781,24.26994004,37.15480462,49.44971987,43.23973881,41.42559684,39.56074132,40.13694244,40.36390522,41.15651638,42.28450202,43.19180871,44.25441698,45.40242723,46.61051082,47.42354283,48.08666014,48.60097822,48.96902321,49.19457807
Ireland,Live Animals,Level 3,Animal Produce,Agriculture,58,IrelandLive Animals,USD Billion,8.828698038,8.261513599,9.064711273,9.039215847,8.660422731,10.09380016,10.06131852,9.255804249,7.376991826,6.623278031,5.870339114,6.837799549,7.262141808,7.47361094,7.951611942,8.70985716,8.750614288,8.940559783,9.156033425,9.379726681,9.612532462,9.874933789,10.12183022,10.35282809,10.56765249,10.76613998
Israel,Live Animals,Level 3,Animal Produce,Agriculture,58,IsraelLive Animals,USD Billion,0.513819619,0.565115104,0.72206841,0.754805488,0.804506141,0.953058367,1.04555201,1.171792805,1.086341298,1.392612081,1.85174451,2.080852736,2.574351405,2.949507911,3.374733118,3.847823,4.399504704,4.988726187,5.672702758,6.439828697,7.307735386,8.308739043,9.422596769,10.65963782,12.03099125,13.54864747
Italy,Live Animals,Level 3,Animal Produce,Agriculture,58,ItalyLive Animals,USD Billion,7.96,7.28,7.72,7.23,6.61,8.35,7.59,8.72,8,10.71,9.16,9.62,16.61,17.61,18,18.33,18.68,19,19.39,19.79,20.2,20.68,21.15,21.59,22.01,22.41
Japan,Live Animals,Level 3,Animal Produce,Agriculture,58,JapanLive Animals,USD Billion,0.915862919,1.02030296,1.179654105,1.35482014,1.572129502,1.828366023,2.066707319,2.412234229,3.183753744,3.218678673,3.958432759,5.120714027,6.01625961,7.410689148,8.952423122,10.88138317,13.08611216,15.74614307,18.95381349,22.80494211,27.42810339,33.12778418,39.9626622,48.15129462,57.95326767,69.67676408
Malaysia,Live Animals,Level 3,Animal Produce,Agriculture,58,MalaysiaLive Animals,USD Billion,0.77188736,0.772921933,0.846880634,0.925128436,1.052789441,0.961188496,1.047809438,1.364765175,0.949551746,1.108940432,1.261395702,1.001823361,1.406204849,1.43613829,1.528652258,1.619053763,1.720716502,1.828688918,1.94996925,2.080747967,2.215418902,2.340596471,2.466826527,2.593836425,2.721364418,2.849160966
Mexico,Live Animals,Level 3,Animal Produce,Agriculture,58,MexicoLive Animals,USD Billion,26.15191528,29.05299268,26.03436829,23.40443647,30.57628965,36.68126451,39.09372172,35.33226206,41.41762595,44.24630617,46.02703019,46.16412512,50.43351654,53.50873798,55.82921361,58.05025793,60.3257398,62.33461374,64.53249248,66.78319609,69.1149362,71.71848538,74.21094747,76.58442118,78.83222859,80.94889237
Netherlands,Live Animals,Level 3,Animal Produce,Agriculture,58,NetherlandsLive Animals,USD Billion,3.79582554,4.058270809,5.397164985,5.125654731,6.679824864,7.081172177,6.795376579,6.982921261,7.050186736,6.178793453,4.781239495,4.869281417,6.84227833,7.202842833,7.670361395,7.939975227,8.170954742,8.418983506,8.672900898,8.931324998,9.188624562,9.522708927,9.849699158,10.16901493,10.48014658,10.78265313
New Zealand,Live Animals,Level 3,Animal Produce,Agriculture,58,New ZealandLive Animals,USD Billion,38.6599939,27.0975889,41.74290407,44.42525073,27.44506172,18.44996661,23.08455833,21.60480181,36.55175795,35.71227781,27.97968165,31.3559476,36.90577211,40.02183552,41.88156521,44.23193106,46.86807032,49.48282973,52.319245,55.26962366,58.34731853,61.6732615,65.05409862,68.48529549,71.96247943,75.48146066
Nigeria,Live Animals,Level 3,Animal Produce,Agriculture,58,NigeriaLive Animals,USD Billion,4.848639429,6.239401059,5.079240516,7.096660523,8.994954896,13.91637005,23.01763139,32.0785256,41.71804149,52.26003851,41.31583417,49.24590495,61.39213095,72.26721284,88.11711346,105.2121626,125.5294516,148.9660829,176.1186048,207.1205838,243.513487,276.0544255,310.1395577,345.5977854,382.2662537,419.9944298
Norway,Live Animals,Level 3,Animal Produce,Agriculture,58,NorwayLive Animals,USD Billion,2.124727024,2.213555192,2.822193022,2.932333192,4.318725082,4.738248472,5.498114567,6.65410673,7.582447213,9.238806251,1.166908704,2.697717191,1.195383698,1.2018692,1.34266759,1.530089239,1.744796986,2.009083816,2.308482346,2.652241165,3.050091112,3.385116251,3.757930688,4.172858179,4.634720933,5.148897306
Peru,Live Animals,Level 3,Animal Produce,Agriculture,58,PeruLive Animals,USD Billion,15.13585537,16.68973462,15.90794509,11.71119307,12.12942994,14.29455923,17.05401344,18.52504369,19.19377917,20.65549994,27.38072263,32.63307874,35.32566706,37.03559493,39.5046046,40.66153903,42.22971298,43.43905301,44.53361229,45.62528726,46.77089742,48.31744913,49.7853575,51.17082261,52.47079783,53.68296128
Philippines,Live Animals,Level 3,Animal Produce,Agriculture,58,PhilippinesLive Animals,USD Billion,1.841459184,1.744979965,1.696480569,2.295561105,2.951508414,3.090278173,3.359061293,3.590706239,3.274863851,3.428664569,6.812734407,8.949809358,10.93029539,12.18069727,13.37897594,14.44456329,15.73914177,17.22350991,18.89964445,20.78557864,22.849414,24.9697945,27.18438668,29.48932429,31.88038635,34.35305782
Poland,Live Animals,Level 3,Animal Produce,Agriculture,58,PolandLive Animals,USD Billion,4.366356631,4.919192011,4.964389837,4.972021375,5.071802077,5.322685284,5.842881297,5.698500974,5.312673886,6.323955553,6.784380551,7.222318102,9.639678326,10.97101385,12.33168243,13.4107501,13.8378229,14.65739104,15.5427188,16.42603536,17.34498734,18.60655639,19.89203315,21.19738492,22.51858794,23.85166647
Portugal,Live Animals,Level 3,Animal Produce,Agriculture,58,PortugalLive Animals,USD Billion,1.504359702,1.362811942,1.841940737,1.704474566,1.920918853,2.196928545,2.402345669,2.606973094,2.627186706,2.477436235,4.476429517,3.030972311,3.563259633,4.016722411,4.392008772,4.724062463,5.057048492,5.381025584,5.739711958,6.122532881,6.53279426,7.036615641,7.562367228,8.110120806,8.679943805,9.271903141
Romania,Live Animals,Level 3,Animal Produce,Agriculture,58,RomaniaLive Animals,USD Billion,3.70754007,3.198856932,3.575810997,2.939352431,3.057639195,3.422304168,3.37336342,3.27552084,3.564067601,3.429787711,3.844647706,3.307555332,3.190692948,3.578696691,3.797106035,3.897556323,3.902124684,3.908982377,3.916262494,3.998489174,4.087242528,4.192286787,4.288428538,4.375498869,4.45340583,4.522129212
Russia,Live Animals,Level 3,Animal Produce,Agriculture,58,RussiaLive Animals,USD Billion,3.912415532,4.129559727,5.470440555,6.069843715,6.04892184,9.311124807,10.80570349,10.18277496,11.59997113,20.34890728,22.4537254,22.27703844,13.40265047,14.84023863,16.67175032,17.34891705,18.54143295,19.15912913,19.80293543,20.47841055,21.19727828,22.37106836,23.52910877,24.66641394,25.77833991,26.86061435
Saudi Arabia,Live Animals,Level 3,Animal Produce,Agriculture,58,Saudi ArabiaLive Animals,USD Billion,3.550827083,3.612473418,3.737421111,4.980824948,5.014687796,5.140526225,5.54608109,6.138299262,4.663002679,4.727023854,4.03337302,4.656855836,5.823970879,5.931781908,5.946390363,5.989335125,6.119085109,6.312443937,6.536975386,6.771513583,7.000746651,7.110104212,7.210301538,7.301440297,7.383658283,7.457125197
Singapore,Live Animals,Level 3,Animal Produce,Agriculture,58,SingaporeLive Animals,USD Billion,0.307058182,0.305061146,0.28751074,0.322279863,0.31503861,0.30099415,0.291139397,0.297836972,0.311009085,0.30980461,0.354867378,0.326223033,0.308304163,0.309098618,0.337901356,0.350372993,0.366218023,0.38750907,0.41070925,0.435145725,0.461142249,0.483195802,0.505522197,0.528103129,0.550921527,0.573961581
South Africa,Live Animals,Level 3,Animal Produce,Agriculture,58,South AfricaLive Animals,USD Billion,50.06116083,50.90332787,59.14513093,71.36476448,82.31987977,99.36756565,117.6783752,110.7522715,108.8278758,125.0591227,139.9511807,135.0759121,136.4531014,139.2497556,140.5806997,142.0406591,143.7366296,145.3177186,147.3367048,149.3291657,151.3484573,153.037473,154.3908334,155.4164045,156.1238746,156.5244922
South Korea,Live Animals,Level 3,Animal Produce,Agriculture,58,South KoreaLive Animals,USD Billion,2.308835907,2.229007713,1.737701336,1.796481048,1.380726558,1.687216357,2.289387697,2.715305284,2.395145451,2.367498369,2.848782291,2.863385549,3.044585921,3.31204136,3.685717101,3.943666266,4.219758765,4.59997497,5.025282708,5.487270726,5.986209591,6.508435541,7.064527235,7.656075604,8.284744301,8.952274658
Spain,Live Animals,Level 3,Animal Produce,Agriculture,58,SpainLive Animals,USD Billion,11.34415625,13.11871234,13.89316563,12.5604247,15.06264222,14.80689943,16.9013932,17.15190396,16.55968015,14.58831558,13.2644428,12.5674317,10.32023921,11.24478867,11.98091908,12.5708793,13.1213674,13.70772949,14.25545257,14.82638808,15.41907763,16.18478638,16.9491334,17.71039322,18.46694739,19.21728926
Sweden,Live Animals,Level 3,Animal Produce,Agriculture,58,SwedenLive Animals,USD Billion,6.088153033,6.605157021,9.191454728,6.869896611,6.111137976,8.490548619,10.27757584,9.719838007,9.760728684,4.670891244,2.990798061,5.500149121,5.000685957,5.082730438,5.47727138,5.936386569,6.367147792,6.853289658,7.38180216,7.942422929,8.544062685,9.128682006,9.738146839,10.37294907,11.03360344,11.72064977
Switzerland,Live Animals,Level 3,Animal Produce,Agriculture,58,SwitzerlandLive Animals,USD Billion,6.404653974,5.849981371,5.06820749,6.205224163,5.261482665,5.336876576,6.788783897,5.713387898,3.703530539,4.672987399,4.248476331,4.659916908,5.006488989,5.168847204,5.313787519,5.321209026,5.399976385,5.493323167,5.634271152,5.738063527,5.878731277,5.991375233,6.094436927,6.187928746,6.27191647,6.346514081
Thailand,Live Animals,Level 3,Animal Produce,Agriculture,58,ThailandLive Animals,USD Billion,2.193578408,2.694041184,2.66065351,2.248589195,2.553574356,2.739508701,3.007015801,3.496661128,3.539640885,3.777326658,3.739821985,4.287407264,4.711941865,5.020314283,5.357870368,5.637879555,5.938134783,6.319856499,6.76732237,7.263209043,7.802538421,8.30306965,8.822471066,9.361000222,9.918931182,10.49655619
Turkey,Live Animals,Level 3,Animal Produce,Agriculture,58,TurkeyLive Animals,USD Billion,0.52659991,0.608905149,0.693169367,0.770784811,0.90164309,1.142505306,1.284070533,1.561376803,2.370721832,2.860102298,5.326180504,7.122084119,11.73830311,19.77833635,30.91445847,40.52194814,48.69224487,55.75169423,63.5173821,70.60221315,77.75193934,81.67679762,84.71155103,86.84326636,88.09140265,88.50185435
UK,Live Animals,Level 3,Animal Produce,Agriculture,58,UKLive Animals,USD Billion,57.54565915,49.44280994,48.2878973,42.05590748,37.85651808,38.17554819,34.47979995,37.73088017,22.40335542,24.99781568,31.58875212,40.4405252,45.12187621,46.58715827,49.48233578,50.52179638,51.20563531,52.96617491,54.84413242,56.88214965,59.01009299,60.88912156,62.67471999,64.36280706,65.95014059,67.43428157
United Arab Emirates,Live Animals,Level 3,Animal Produce,Agriculture,58,United Arab EmiratesLive Animals,USD Billion,0.681555229,0.675267619,0.591570563,0.660545404,0.69780364,0.725839037,0.821374779,1.043314814,1.116831602,1.081732318,0.864673417,1.634105895,1.083581271,1.152219118,1.2654133,1.353071468,1.481954845,1.63390792,1.805586489,1.992792189,2.192177343,2.390412741,2.600715103,2.823463408,3.059043984,3.30785198
USA,Live Animals,Level 3,Animal Produce,Agriculture,58,USALive Animals,USD Billion,225.9891769,254.2909581,267.2929553,210.0626588,178.2334871,178.6263394,160.5049891,175.6398471,162.78232,138.6968476,156.4249626,184.2554157,160.8417307,166.4708,169.9693684,171.8462448,172.7815862,173.4269894,174.3065003,175.040679,175.7729406,177.4457207,178.7622223,179.7322799,180.3673646,180.680326
Vietnam,Live Animals,Level 3,Animal Produce,Agriculture,58,VietnamLive Animals,USD Billion,5.661242553,6.122710012,6.457916486,6.889068742,7.181662228,6.695297951,7.069647207,7.679885039,7.754035388,7.708345424,7.303670901,7.842179312,8.276680688,8.354417257,8.816948559,9.189082456,9.413966882,9.715794913,9.958218989,10.13873283,10.32077249,10.56720591,10.77460308,10.94255876,11.07115181,11.16090568
Iran,Live Animals,Level 3,Animal Produce,Agriculture,58,IranLive Animals,USD Billion,0.063781418,0.071316562,0.117077741,0.1425186,0.104166078,0.159798583,0.189983212,0.194685791,0.348992993,0.418318204,0.496033049,0.598862203,0.742737232,1.054110928,1.370298344,1.918010669,2.669854429,3.543699347,4.544584158,5.665723103,7.028581502,7.455808024,7.843400863,8.189031465,8.491529197,8.750733469
Ukraine,Live Animals,Level 3,Animal Produce,Agriculture,58,UkraineLive Animals,USD Billion,2.920784298,2.475536979,2.341108597,2.074571001,1.739717097,2.733863859,3.007309167,2.696359783,2.833788906,2.503667498,3.062889566,3.111917035,0.502838452,0.600705436,0.651792233,0.708326852,0.763956779,0.794451683,0.814064435,0.833295167,0.8521467,0.904536815,0.954180515,1.000568681,1.043254725,1.081860939
Bangladesh,Live Animals,Level 3,Animal Produce,Agriculture,58,BangladeshLive Animals,USD Billion,0.074418026,0.080863906,0.093749945,0.133390239,0.200266812,0.250841802,0.230671591,0.299585171,0.387765922,0.503822763,0.494992041,0.508697891,0.526455106,0.637498986,0.761294883,0.930932645,1.133279635,1.354200189,1.614579888,1.945039491,2.343315388,2.810340399,3.353711325,3.983171966,4.709373229,5.543933317
Argentina,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,ArgentinaOther Animal Produce,USD Billion,0.000342067,0.000483744,0.000716711,0.001205964,0.000731159,0.00166563,0.000969873,0.002533988,0.007628476,0.027527396,0.024875244,0.025126781,0.038945007,0.060118737,0.135563948,0.187855564,0.211264404,0.221361514,0.229404775,0.237209691,0.244240061,0.257610898,0.268247532,0.276074979,0.282626409,0.287870193
Australia,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,AustraliaOther Animal Produce,USD Billion,0.001078855,0.001076263,0.001201116,0.001438689,0.001728483,0.001908633,0.002013834,0.002280857,0.003067866,0.003248897,0.002683323,0.002460141,0.002855133,0.003197469,0.003524508,0.003918891,0.004373673,0.004848165,0.00537479,0.005958817,0.006611331,0.007328834,0.008108021,0.008953039,0.009868282,0.010858403
Austria,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,AustriaOther Animal Produce,USD Billion,0.000195609,0.00013851,0.000161456,0.000185384,0.000213325,0.000275088,0.000297023,0.000313407,0.000322562,0.000342804,0.000284526,0.000261169,0.000274135,0.000283966,0.000284762,0.000288528,0.000291374,0.00029598,0.00030012,0.000303707,0.000306394,0.000310373,0.000313883,0.000316932,0.000319531,0.000321692
Belgium,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,BelgiumOther Animal Produce,USD Billion,0.000655917,0.000710347,0.000790831,0.000809753,0.000930221,0.001074138,0.001146001,0.001203914,0.001326701,0.001416829,0.001157787,0.001437584,0.001663699,0.001928255,0.002181252,0.002470699,0.002782861,0.003135658,0.003546165,0.004008032,0.00453928,0.005142742,0.005818267,0.006573758,0.007417943,0.008360458
Brazil,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,BrazilOther Animal Produce,USD Billion,0.039621525,0.059751436,0.069500529,0.078686852,0.088936849,0.122203827,0.114779566,0.139640947,0.150136276,0.201461232,0.205995455,0.181843636,0.145909636,0.180084991,0.220021929,0.269822704,0.327711408,0.395313608,0.477132875,0.576508115,0.696913807,0.845254582,1.022452125,1.233673456,1.484949149,1.783310725
Canada,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,CanadaOther Animal Produce,USD Billion,0.001399208,0.001344406,0.001682137,0.002042272,0.002504065,0.002632748,0.002760719,0.002560472,0.002897255,0.002479056,0.002432681,0.002534101,0.002838126,0.00309513,0.003431593,0.003761912,0.004140501,0.004565462,0.00501831,0.005517765,0.006094503,0.006695787,0.007343949,0.008041886,0.008792663,0.009599518
Chile,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,ChileOther Animal Produce,USD Billion,0.000354869,0.00027597,0.000312012,0.00033314,0.000487549,0.000422897,0.000456728,0.000358562,0.000337812,0.000288484,0.000290319,0.000397412,0.000411934,0.000426616,0.000456411,0.000471761,0.00048354,0.000492974,0.00050048,0.000508061,0.000515314,0.000528382,0.000540165,0.000550643,0.000559804,0.00056765
China,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,ChinaOther Animal Produce,USD Billion,4.088578756,5.443947266,5.450044487,6.83470998,8.055204672,8.001420035,8.017821647,9.450509862,9.402026252,9.382339275,9.40799871,9.392235731,9.472186712,9.689884858,9.845779154,9.930331922,10.11639258,10.41168213,10.75571415,11.08432272,11.3885642,11.63174191,11.85236359,12.05030871,12.22561545,12.37846693
Colombia,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,ColombiaOther Animal Produce,USD Billion,0.000121613,0.000116151,0.000110911,0.000113143,0.000118898,0.000181505,0.000155088,0.000133931,0.000162971,0.00017722,0.000192714,0.000194441,0.000243654,0.000259426,0.000276163,0.00029321,0.000306571,0.000319551,0.00033406,0.000349777,0.000365874,0.000383897,0.000401625,0.000418994,0.000435949,0.000452438
Czech Republic,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,Czech RepublicOther Animal Produce,USD Billion,0.001414715,0.003109122,0.005101376,0.005169087,0.002794283,0.006428664,0.006702282,0.0044412,0.003246835,0.00234711,0.002081224,0.002782576,0.003305787,0.003906839,0.004192682,0.004717506,0.005283099,0.005857138,0.006495405,0.007190993,0.007962849,0.008871196,0.00986266,0.010943282,0.012119484,0.013398098
Denmark,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,DenmarkOther Animal Produce,USD Billion,7.80E-05,7.67E-05,8.57E-05,8.57E-05,8.84E-05,0.000109272,0.000113109,0.000114415,0.000112228,0.000122978,0.000128028,0.000133548,0.000150202,0.000154561,0.000168818,0.000182107,0.000199326,0.000216731,0.000235256,0.000254954,0.000276322,0.0002979,0.000320646,0.000344602,0.000369809,0.000396312
Egypt,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,EgyptOther Animal Produce,USD Billion,9.79E-05,8.89E-05,7.47E-05,6.55E-05,8.00E-05,0.000121838,0.000150647,0.000101227,0.00014215,0.000108311,0.000106281,0.000113633,0.000116807,0.000145467,0.000191929,0.00023,0.000260819,0.00028755,0.000307627,0.000325891,0.000345,0.000375003,0.000402496,0.000427059,0.000452668,0.000479833
Finland,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,FinlandOther Animal Produce,USD Billion,0.000327097,0.000324222,0.000363128,0.000377039,0.000369546,0.000457868,0.00047501,0.000481577,0.000516809,0.000479009,0.000575591,0.000571424,0.000626361,0.000675529,0.000719101,0.000763569,0.000827698,0.000899683,0.000976497,0.001061828,0.001156343,0.001247309,0.001343827,0.001446173,0.001554638,0.001669528
France,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,FranceOther Animal Produce,USD Billion,0.008655097,0.008769458,0.008170578,0.010183305,0.011777278,0.013436994,0.015001353,0.017240444,0.017102082,0.017211635,0.01629205,0.011773336,0.013133875,0.014319197,0.015121214,0.015750587,0.016496977,0.01739335,0.018370861,0.019398553,0.020472896,0.021614153,0.02278438,0.023983285,0.025210614,0.026466153
Germany,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,GermanyOther Animal Produce,USD Billion,0.017371823,0.017302551,0.014999217,0.017677873,0.019314427,0.02688218,0.026121719,0.026731795,0.025879701,0.024537376,0.027605023,0.025724089,0.036735481,0.040477003,0.043318818,0.046244364,0.04951672,0.053323684,0.057482922,0.061845948,0.066385311,0.071420452,0.076723919,0.082305358,0.08817483,0.094342838
Hong Kong,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,Hong KongOther Animal Produce,USD Billion,0.000462115,0.000419405,0.00045655,0.000542507,0.000602259,0.000664451,0.000458476,0.000637392,0.000761235,0.000383519,0.000218915,0.00023378,0.000254262,0.000261174,0.000268836,0.000271185,0.000272428,0.000273967,0.000276941,0.00028099,0.000284973,0.00028872,0.000291822,0.000294292,0.000296144,0.000297397
India,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,IndiaOther Animal Produce,USD Billion,0.682438313,0.568341593,0.473993037,0.4940141,0.837492475,0.888102673,0.825857861,0.771150923,0.385002877,0.428638958,0.436887143,0.445715151,0.487403634,0.51821463,0.539346025,0.553726259,0.577386109,0.60518943,0.635691934,0.667822734,0.701641635,0.731078878,0.758134151,0.782627349,0.804417339,0.823401787
Indonesia,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,IndonesiaOther Animal Produce,USD Billion,6.77E-05,5.35E-05,5.31E-05,5.89E-05,5.74E-05,6.94E-05,7.40E-05,8.79E-05,0.000114407,0.000139353,0.000137645,0.000139417,0.000145057,0.000147184,0.000148032,0.000150953,0.000155106,0.00015845,0.000162364,0.000166593,0.000171042,0.000174043,0.000176494,0.0001784,0.000179769,0.000180615
Ireland,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,IrelandOther Animal Produce,USD Billion,8.12E-05,4.80E-05,5.28E-05,7.62E-05,4.21E-05,3.59E-05,5.45E-05,6.77E-05,6.17E-05,5.63E-05,5.13E-05,4.68E-05,5.02E-05,5.22E-05,5.77E-05,6.62E-05,6.99E-05,7.50E-05,8.06E-05,8.67E-05,9.33E-05,0.00010065,0.000108321,0.000116341,0.000124713,0.000133442
Israel,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,IsraelOther Animal Produce,USD Billion,0.000128251,0.000118919,0.000124169,0.00011266,0.000108166,0.000113853,0.000109001,9.90E-05,9.57E-05,9.20E-05,9.28E-05,0.000113716,0.000119546,0.00012433,0.000129112,0.000133628,0.000138728,0.000142712,0.000147193,0.000151538,0.000155942,0.000160818,0.000165377,0.000169607,0.000173497,0.000177043
Italy,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,ItalyOther Animal Produce,USD Billion,0.005330183,0.005053078,0.005521655,0.005492079,0.005655908,0.007055832,0.006681825,0.007099415,0.005513919,0.006866628,0.005234043,0.004286176,0.005944301,0.006464984,0.006784306,0.007100676,0.007436171,0.007772014,0.008143863,0.008536431,0.008947886,0.009407796,0.009876898,0.010354988,0.010841885,0.011337425
Japan,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,JapanOther Animal Produce,USD Billion,0.002855174,0.002723711,0.002956894,0.004176766,0.005257091,0.006033921,0.004914149,0.005795892,0.006192172,0.004863286,0.003764331,0.003505915,0.005114629,0.005784192,0.006404122,0.007141252,0.00787144,0.008681458,0.009574311,0.01055395,0.011628984,0.012872576,0.01423003,0.015710545,0.017324029,0.01908115
Malaysia,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,MalaysiaOther Animal Produce,USD Billion,0.00019391,0.000312024,0.000180733,0.000273457,0.000304551,0.000277403,0.000252549,0.000196823,0.000166734,0.000176267,0.00020146,0.000229883,0.000256681,0.000259762,0.000274085,0.000287886,0.000303435,0.00031981,0.000338051,0.000357585,0.00037741,0.000395231,0.000412878,0.000430303,0.000447465,0.000464325
Mexico,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,MexicoOther Animal Produce,USD Billion,0.008901025,0.008663616,0.008515919,0.008273555,0.011226263,0.013133895,0.018598008,0.015594906,0.018275205,0.018479459,0.016267928,0.018633494,0.018996909,0.019765988,0.020218133,0.02061828,0.021014298,0.021293979,0.021608449,0.021919302,0.022235459,0.022617431,0.022940002,0.023203616,0.023409185,0.023558041
Netherlands,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,NetherlandsOther Animal Produce,USD Billion,0.000296929,0.000334494,0.000269728,0.000315866,0.000294861,0.000411338,0.000480725,0.000470427,0.000449027,0.000473205,0.000463582,0.000446426,0.00047373,0.000496785,0.000527027,0.000543691,0.000557587,0.000572543,0.000587503,0.00060264,0.000617572,0.000637536,0.000656857,0.000675503,0.000693448,0.000710668
New Zealand,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,New ZealandOther Animal Produce,USD Billion,4.61E-05,4.46E-05,4.62E-05,4.85E-05,5.33E-05,6.40E-05,6.83E-05,7.11E-05,7.74E-05,8.63E-05,8.23E-05,7.18E-05,7.91E-05,9.00E-05,9.91E-05,0.000109992,0.00012248,0.000135921,0.000151044,0.00016771,0.000186097,0.000206744,0.00022923,0.000253686,0.000280252,0.000309075
Nigeria,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,NigeriaOther Animal Produce,USD Billion,8.22E-05,8.86E-05,6.11E-05,4.89E-05,3.63E-05,2.70E-05,2.00E-05,1.48E-05,1.10E-05,1.12E-05,8.30E-06,6.16E-06,6.87E-06,7.56E-06,8.63E-06,9.63E-06,1.07E-05,1.19E-05,1.32E-05,1.45E-05,1.59E-05,1.68E-05,1.75E-05,1.82E-05,1.87E-05,1.91E-05
Norway,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,NorwayOther Animal Produce,USD Billion,0.000115728,0.000110454,0.000105419,0.000100615,9.60E-05,0.000128944,0.000238877,0.000201213,0.000217599,0.000378013,0.000277416,0.000390352,0.000530513,0.000536807,0.000584361,0.000649241,0.000721802,0.000810518,0.000908154,0.00101745,0.001141012,0.001233753,0.001334392,0.001443615,0.001562166,0.001690855
Peru,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,PeruOther Animal Produce,USD Billion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Philippines,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,PhilippinesOther Animal Produce,USD Billion,6.37E-06,5.83E-06,5.41E-06,5.19E-06,6.97E-06,5.08E-05,5.06E-05,4.89E-05,4.74E-05,4.74E-06,4.33E-06,4.19E-06,4.68E-06,5.16E-06,5.60E-06,5.97E-06,6.43E-06,6.96E-06,7.54E-06,8.20E-06,8.90E-06,9.61E-06,1.03E-05,1.11E-05,1.18E-05,1.26E-05
Poland,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,PolandOther Animal Produce,USD Billion,0.00051087,0.000921611,0.001175685,0.001565046,0.002153413,0.003168718,0.004158338,0.004813859,0.004277571,0.003428091,0.004379949,0.004957194,0.006535826,0.008616352,0.011237795,0.014246379,0.017267496,0.02140208,0.026551805,0.032845859,0.040602781,0.050873273,0.063556173,0.079180718,0.098385613,0.121940658
Portugal,Other Animal Produce,Level 3,Animal Produce,Agriculture,58,PortugalOther Animal Produce,USD Billion,0.00110937,0.000995492,0.000701963,0.001078065,0.001401649,0.002454627,0.0033691,0.002949907,0.002794201,0.002935714,0.000327426,0.000309152,0.000371043,0.000427604,0.000478322,0.000526767,0.000577423,0.000629242,0.000687029,0.000750149,0.000819302,0.000903116,0.000993332,0.00109029,0.001194345,0.001305868
